goals,successfulDribblesPercentage,blockedShots,penaltyWon,goalsFromOutsideTheBox,hitWoodwork,expectedGoals,totalShots,goalConversionPercentage,shotFromSetPiece,headedGoals,offsides,bigChancesMissed,shotsOnTarget,penaltiesTaken,freeKickGoal,leftFootGoals,penaltyConversion,successfulDribbles,shotsOffTarget,penaltyGoals,goalsFromInsideTheBox,rightFootGoals,setPieceConversion,rating,player.name,player.slug,player.userCount,player.id,team.name,team.slug,team.shortName,team.userCount,team.type,team.id,team.teamColors.primary,team.teamColors.secondary,team.teamColors.text
9,53.33,11,1,1,2,,60,15.0,0,0,11,4,22,0,0,2,0.0,8,27,0,8,7,0.0,7.46,Ronie Carrillo,ronie-carrillo,191,873891,El Nacional,el-nacional,El Nacional,0,0,5254,#52b030,#52b030,#ffffff
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.41,Brian Heras,brian-heras,17,877442,Delfín,delfin,Delfín,0,0,213638,#52b030,#52b030,#ffffff
10,44.12,12,1,2,2,0.0,84,11.9,13,0,7,5,38,5,2,0,100.0,15,34,5,8,10,15.38,7.34,Joaquín Vergés,joaquin-verges,36,789939,Gualaceo SC,gualaceo-sc,Gualaceo SC,0,0,248196,#52b030,#52b030,#ffffff
6,68.42,4,0,0,1,0.0,27,22.22,2,0,1,0,14,1,0,1,100.0,26,9,1,6,5,0.0,7.33,Mauro Díaz,mauro-diaz,44,42573,Universidad Católica del Ecuador,universidad-catolica-del-ecuador,Universidad Católica del Ecuador,0,0,21942,#52b030,#52b030,#ffffff
10,56.1,17,1,2,1,0.0,56,17.86,12,0,5,1,20,7,1,0,85.71,23,19,6,8,10,8.33,7.29,Alexander Alvarado,alexander-alvarado,366,826826,LDU,ldu,LDU,0,0,5257,#52b030,#52b030,#ffffff
12,30.77,13,2,1,1,0.0,62,19.35,2,4,9,4,22,2,0,2,100.0,4,27,2,11,6,0.0,7.24,Michael Hoyos,michael-hoyos,138,105717,Independiente del Valle,independiente-del-valle,Independiente del Valle,0,0,39723,#52b030,#52b030,#ffffff
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.22,Rafael Romo,rafael-romo,318,108832,Universidad Católica del Ecuador,universidad-catolica-del-ecuador,Universidad Católica del Ecuador,0,0,21942,#52b030,#52b030,#ffffff
2,62.5,11,0,1,2,0.0,53,3.77,25,0,0,0,21,1,1,0,100.0,40,21,1,1,2,4.0,7.2,Rómulo Otero,romulo-otero,745,845323,Aucas,aucas,Aucas,0,0,5249,#52b030,#52b030,#ffffff
1,58.62,8,0,1,2,0.0,27,3.7,3,0,1,1,7,0,0,0,0.0,17,12,0,0,1,0.0,7.19,Facundo Martinez,facundo-martinez,16,33308,Universidad Católica del Ecuador,universidad-catolica-del-ecuador,Universidad Católica del Ecuador,0,0,21942,#52b030,#52b030,#ffffff
10,50.0,6,0,3,1,0.0,37,27.03,6,1,0,1,15,5,0,0,80.0,15,16,4,7,9,0.0,7.19,Damián Díaz,damian-diaz,222,42454,Barcelona SC,barcelona-sc,Barcelona SC,0,0,5250,#52b030,#52b030,#ffffff
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.19,Hernán Galíndez,hernan-galindez,232,588618,Aucas,aucas,Aucas,0,0,5249,#52b030,#52b030,#ffffff
13,63.64,5,0,0,2,0.0,40,32.5,0,5,4,5,22,4,0,2,75.0,7,13,3,13,6,0.0,7.18,Jean Carlos Blanco,jean-carlos-blanco,58,1199361,Técnico Universitario,tecnico-universitario,Técnico Universitario,0,0,21941,#52b030,#52b030,#ffffff
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.18,Alexander Domínguez,alexander-dominguez,296,33567,LDU,ldu,LDU,0,0,5257,#52b030,#52b030,#ffffff
5,57.89,3,1,0,0,0.0,21,23.81,2,1,0,1,9,0,0,0,0.0,11,9,0,5,4,0.0,7.18,José Quintero,jose-quintero,40,805485,LDU,ldu,LDU,0,0,5257,#52b030,#52b030,#ffffff
3,42.86,9,0,0,1,0.0,48,6.25,6,0,11,2,16,2,0,0,100.0,15,23,2,3,3,0.0,7.18,Lucas Mancinelli,lucas-mancinelli,18,174935,Deportivo Cuenca,deportivo-cuenca,Deportivo Cuenca,0,0,5251,#52b030,#52b030,#ffffff
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.14,Damián Frascarelli,damian-frascarelli,26,107249,Aucas,aucas,Aucas,0,0,5249,#52b030,#52b030,#ffffff
3,52.38,12,2,0,3,0.0,47,6.38,7,0,2,5,13,4,0,0,75.0,11,22,3,3,3,0.0,7.14,Junior Sornoza,junior-sornoza,320,155786,Independiente del Valle,independiente-del-valle,Independiente del Valle,0,0,39723,#52b030,#52b030,#ffffff
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.13,Pedro Ortiz,pedro-ortiz,32,905632,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
6,40.48,7,0,2,2,0.0,33,18.18,7,0,5,0,16,2,2,1,100.0,17,10,2,4,5,28.57,7.12,Hancel Batalla,hancel-batalla,15,873887,Cumbayá FC,cumbaya-fc,Cumbayá FC,0,0,377757,#52b030,#52b030,#ffffff
0,66.67,0,0,0,0,0.0,7,0.0,0,0,0,1,2,0,0,0,0.0,2,5,0,0,0,0.0,7.11,Richard Schunke,richard-schunke,70,877436,Independiente del Valle,independiente-del-valle,Independiente del Valle,0,0,39723,#52b030,#52b030,#ffffff
6,64.94,4,0,0,0,0.0,41,14.63,2,0,5,3,14,4,0,6,100.0,50,23,4,6,0,0.0,7.11,Braian Oyola,braian-oyola,16,906808,Delfín,delfin,Delfín,0,0,213638,#52b030,#52b030,#ffffff
0,83.33,3,0,0,0,0.0,17,0.0,0,0,1,0,4,0,0,0,0.0,5,10,0,0,0,0.0,7.1,Ricardo Adé,ricardo-ade,1073,839638,LDU,ldu,LDU,0,0,5257,#52b030,#52b030,#ffffff
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.1,Benjamin Cardenas,cardenas-benjamin,2,1185856,Cumbayá FC,cumbaya-fc,Cumbayá FC,0,0,377757,#52b030,#52b030,#ffffff
3,45.0,5,0,1,1,0.0,42,7.14,7,1,2,0,14,0,1,0,0.0,9,23,0,2,2,14.29,7.09,Sergio López,sergio-lopez,12,221748,Deportivo Cuenca,deportivo-cuenca,Deportivo Cuenca,0,0,5251,#52b030,#52b030,#ffffff
16,46.67,10,1,2,0,0.0,58,27.59,5,4,12,4,26,8,1,0,100.0,7,22,8,14,12,20.0,7.08,Andrés Parrales,andres-parrales,66,340247,Guayaquil City,guayaquil-city,Guayaquil City,0,0,188850,#52b030,#52b030,#ffffff
1,100.0,2,0,0,0,,11,9.09,0,1,0,0,4,0,0,0,0.0,1,5,0,1,0,0.0,7.08,Bruno Duarte,bruno-duarte,9,874645,Deportivo Cuenca,deportivo-cuenca,Deportivo Cuenca,0,0,5251,#52b030,#52b030,#ffffff
2,70.0,1,0,2,3,0.0,12,16.67,3,0,0,0,5,0,1,2,0.0,7,6,0,0,0,33.33,7.08,Agustín García Basso,agustin-garcia-basso,21,896806,Independiente del Valle,independiente-del-valle,Independiente del Valle,0,0,39723,#52b030,#52b030,#ffffff
1,35.29,2,1,0,1,0.0,29,3.45,0,1,1,1,11,0,0,0,0.0,6,16,0,1,0,0.0,7.07,Nicolás Rinaldi,nicolas-rinaldi,16,859965,Deportivo Cuenca,deportivo-cuenca,Deportivo Cuenca,0,0,5251,#52b030,#52b030,#ffffff
8,33.33,5,1,0,2,0.0,34,23.53,2,0,12,6,17,6,0,0,66.67,4,12,4,8,8,0.0,7.06,Miller Bolaños,miller-bolanos,215,47658,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
7,67.57,5,2,0,0,0.0,41,17.07,0,1,13,4,19,0,0,3,0.0,25,17,0,7,3,0.0,7.06,Byron Palacios,byron-palacios,15,961894,El Nacional,el-nacional,El Nacional,0,0,5254,#52b030,#52b030,#ffffff
8,57.35,6,1,1,7,0.0,56,14.29,1,1,5,10,29,3,0,1,100.0,39,21,3,7,6,0.0,7.06,Ismael Díaz,ismael-diaz,254,796328,Universidad Católica del Ecuador,universidad-catolica-del-ecuador,Universidad Católica del Ecuador,0,0,21942,#52b030,#52b030,#ffffff
5,35.29,3,1,0,1,0.0,29,17.24,0,0,5,1,16,1,0,0,100.0,6,10,1,5,5,0.0,7.05,Jaime Ayoví,jaime-ayovi,82,106458,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
6,33.33,2,0,0,0,0.0,23,26.09,0,2,3,2,10,0,0,0,0.0,4,11,0,6,3,0.0,7.04,Jeison Medina,jeison-medina,47,925147,Aucas,aucas,Aucas,0,0,5249,#52b030,#52b030,#ffffff
2,52.38,20,1,0,1,0.0,44,4.55,1,1,2,1,9,0,0,0,0.0,11,15,0,2,1,0.0,7.04,Renato Ibarra,renato-ibarra,204,158395,LDU,ldu,LDU,0,0,5257,#52b030,#52b030,#ffffff
12,61.54,9,1,1,1,0.0,61,19.67,1,1,8,2,22,2,0,1,100.0,8,30,2,11,9,0.0,7.03,Francisco Fydriszewski,francisco-fydriszewski,201,594430,Barcelona SC,barcelona-sc,Barcelona SC,0,0,5250,#52b030,#52b030,#ffffff
3,63.64,10,0,0,4,0.0,31,9.68,5,0,4,4,12,1,0,0,0.0,7,9,0,3,3,0.0,7.02,José Cevallos,jose-cevallos,69,33703,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
1,72.73,2,0,1,0,0.0,9,11.11,1,0,3,0,4,0,0,0,0.0,8,3,0,0,1,0.0,7.02,Yerson Candelo,yerson-candelo,120,158593,Aucas,aucas,Aucas,0,0,5249,#52b030,#52b030,#ffffff
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.02,Leodan Chalá,leodan-chala,5,822736,El Nacional,el-nacional,El Nacional,0,0,5254,#52b030,#52b030,#ffffff
1,66.67,6,2,0,0,0.0,18,5.56,3,1,1,0,5,0,0,0,0.0,8,7,0,1,0,0.0,7.02,Anthony Landázuri,anthony-landazuri,67,826831,Independiente del Valle,independiente-del-valle,Independiente del Valle,0,0,39723,#52b030,#52b030,#ffffff
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.0,Diogo Bagui,bagui-diogo,10,1470458,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
0,100.0,0,0,0,0,0.0,1,0.0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0.0,7.0,Richard Borja,borja-richard,13,1517144,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
7,48.89,13,2,1,0,0.0,49,14.29,0,1,9,4,19,0,0,2,0.0,22,17,0,6,4,0.0,7.0,Alexander Bolaños,alexander-bolanos,15,965310,Técnico Universitario,tecnico-universitario,Técnico Universitario,0,0,21941,#52b030,#52b030,#ffffff
3,52.94,6,0,2,0,0.0,24,12.5,11,0,0,0,9,0,0,0,0.0,9,9,0,1,3,0.0,7.0,Jordy Alcivar,jordy-alcivar,159,925740,Independiente del Valle,independiente-del-valle,Independiente del Valle,0,0,39723,#52b030,#52b030,#ffffff
5,42.86,7,0,0,0,0.0,21,23.81,0,0,3,0,8,1,0,1,100.0,3,6,1,5,4,0.0,6.99,Paolo Guerrero,paolo-guerrero,3936,338,LDU,ldu,LDU,0,0,5257,#52b030,#52b030,#ffffff
4,23.08,4,1,0,1,0.0,35,11.43,0,1,7,3,18,0,0,0,0.0,3,13,0,4,3,0.0,6.99,Facundo Castelli,castelli-facundo,21,895229,Delfín,delfin,Delfín,0,0,213638,#52b030,#52b030,#ffffff
0,63.64,2,1,0,2,0.0,10,0.0,0,0,0,0,3,0,0,0,0.0,7,5,0,0,0,0.0,6.99,Dario Pazmino,pazmino-dario,1,977091,Libertad,libertad,Libertad,0,0,394127,#52b030,#52b030,#ffffff
5,40.19,18,2,1,1,0.0,65,7.69,0,0,5,5,22,0,0,2,0.0,43,25,0,4,3,0.0,6.99,Arón Rodríguez,aron-rodriguez,33,1011412,Universidad Católica del Ecuador,universidad-catolica-del-ecuador,Universidad Católica del Ecuador,0,0,21942,#52b030,#52b030,#ffffff
0,66.67,1,0,0,1,0.0,7,0.0,0,0,0,0,2,0,0,0,0.0,8,4,0,0,0,0.0,6.98,Fausto Grillo,fausto-grillo,29,553508,Universidad Católica del Ecuador,universidad-catolica-del-ecuador,Universidad Católica del Ecuador,0,0,21942,#52b030,#52b030,#ffffff
10,57.14,16,1,1,1,0.0,56,17.86,0,4,9,6,21,1,0,2,100.0,8,19,1,9,4,0.0,6.98,Raúl Becerra,raul-becerra,51,340415,Deportivo Cuenca,deportivo-cuenca,Deportivo Cuenca,0,0,5251,#52b030,#52b030,#ffffff
0,40.0,4,0,0,0,0.0,16,0.0,2,0,0,1,5,0,0,0,0.0,2,7,0,0,0,0.0,6.98,Luis Fernando León,luis-fernando-leon,88,339967,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
2,75.0,6,1,1,1,0.0,26,7.69,0,0,1,0,7,0,0,0,0.0,15,13,0,1,2,0.0,6.98,Mauricio Martínez,mauricio-martinez,68,789402,LDU,ldu,LDU,0,0,5257,#52b030,#52b030,#ffffff
0,64.71,12,0,0,0,0.0,33,0.0,3,0,0,0,8,0,0,0,0.0,11,13,0,0,0,0.0,6.98,Jefferson Valverde,valverde-jefferson,9,975528,LDU,ldu,LDU,0,0,5257,#52b030,#52b030,#ffffff
1,60.0,4,1,0,0,0.0,10,10.0,1,0,3,0,2,0,0,1,0.0,9,4,0,1,0,0.0,6.98,Alexis Zapata,alexis-zapata,57,353296,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
1,66.67,4,0,0,0,0.0,18,5.56,3,0,2,0,4,1,0,0,100.0,2,10,1,1,1,0.0,6.97,Luis Cangá,luis-canga,23,155776,Aucas,aucas,Aucas,0,0,5249,#52b030,#52b030,#ffffff
0,38.1,0,0,0,0,0.0,11,0.0,2,0,0,0,3,0,0,0,0.0,8,8,0,0,0,0.0,6.96,Daykol Romero,daykol-romero,7,1066555,LDU,ldu,LDU,0,0,5257,#52b030,#52b030,#ffffff
1,55.56,9,0,0,1,0.0,38,2.63,0,0,1,1,12,0,0,1,0.0,30,17,0,1,0,0.0,6.96,Diego García,diego-garcia,57,989331,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.96,Javier Burrai,javier-burrai,103,174421,Barcelona SC,barcelona-sc,Barcelona SC,0,0,5250,#52b030,#52b030,#ffffff
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.96,Hamilton Piedra,hamilton-piedra,7,794921,Deportivo Cuenca,deportivo-cuenca,Deportivo Cuenca,0,0,5251,#52b030,#52b030,#ffffff
3,80.0,3,1,0,0,0.0,13,23.08,0,0,2,0,7,0,0,0,0.0,4,3,0,3,3,0.0,6.96,Teodoro Paredes,teodoro-paredes,15,312346,Cumbayá FC,cumbaya-fc,Cumbayá FC,0,0,377757,#52b030,#52b030,#ffffff
2,56.45,5,0,0,0,0.0,13,15.38,0,0,6,0,5,1,0,0,100.0,35,3,1,2,2,0.0,6.96,Bagner Delgado,bagner-delgado,4,975813,Mushuc Runa,mushuc-runa,Mushuc Runa,0,0,134976,#52b030,#52b030,#ffffff
2,40.0,2,0,0,1,0.0,25,8.0,0,0,0,1,10,1,0,0,100.0,2,13,1,2,2,0.0,6.95,Lorenzo Faravelli,lorenzo-faravelli,164,250009,Independiente del Valle,independiente-del-valle,Independiente del Valle,0,0,39723,#52b030,#52b030,#ffffff
3,34.29,6,0,1,0,0.0,26,11.54,2,0,2,0,7,0,0,1,0.0,12,13,0,2,2,0.0,6.95,Luis Estupiñan,luis-estupinan,11,975090,Técnico Universitario,tecnico-universitario,Técnico Universitario,0,0,21941,#52b030,#52b030,#ffffff
3,81.82,7,0,1,0,0.0,31,9.68,0,0,1,2,10,1,0,0,0.0,9,14,0,2,3,0.0,6.95,Kevin Minda,kevin-minda,20,822718,Universidad Católica del Ecuador,universidad-catolica-del-ecuador,Universidad Católica del Ecuador,0,0,21942,#52b030,#52b030,#ffffff
7,42.62,11,0,0,0,0.0,45,15.56,1,0,5,1,22,3,0,0,100.0,26,12,3,7,7,0.0,6.95,Maicon Solís,maicon-solis,9,922846,El Nacional,el-nacional,El Nacional,0,0,5254,#52b030,#52b030,#ffffff
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.95,Gonzalo Valle,gonzalo-valle,10,925484,Guayaquil City,guayaquil-city,Guayaquil City,0,0,188850,#52b030,#52b030,#ffffff
2,51.85,5,0,1,1,0.0,31,6.45,3,0,3,0,11,0,0,1,0.0,14,15,0,1,1,0.0,6.94,Samuel Sosa,samuel-sosa,347,836584,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
0,57.14,5,0,0,0,0.0,16,0.0,0,0,0,0,5,0,0,0,0.0,8,6,0,0,0,0.0,6.94,Óscar Zambrano,oscar-zambrano,388,1145130,LDU,ldu,LDU,0,0,5257,#52b030,#52b030,#ffffff
2,31.25,3,0,0,0,0.0,10,20.0,0,0,1,2,4,0,0,2,0.0,5,3,0,2,0,0.0,6.94,Anibal Chalá,anibal-chala,112,827140,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
4,41.67,2,1,0,0,0.0,16,25.0,0,0,8,2,10,0,0,1,0.0,10,4,0,4,3,0.0,6.93,Luis Cano,luis-cano,9,975548,Aucas,aucas,Aucas,0,0,5249,#52b030,#52b030,#ffffff
1,45.45,2,1,0,1,0.0,13,7.69,0,1,0,0,5,0,0,0,0.0,5,6,0,1,0,0.0,6.93,Tobías Donsanti,tobias-donsanti,13,1086968,Gualaceo SC,gualaceo-sc,Gualaceo SC,0,0,248196,#52b030,#52b030,#ffffff
1,100.0,3,0,0,0,0.0,9,11.11,0,0,0,1,1,0,0,1,0.0,6,5,0,1,0,0.0,6.93,Facundo Rodríguez,facundo-rodriguez,49,980485,LDU,ldu,LDU,0,0,5257,#52b030,#52b030,#ffffff
3,28.57,7,0,2,0,0.0,30,10.0,12,0,0,1,12,1,1,0,0.0,2,11,0,1,3,8.33,6.92,Willian Cevallos,cevallos-willian,3,975696,Técnico Universitario,tecnico-universitario,Técnico Universitario,0,0,21941,#52b030,#52b030,#ffffff
0,35.71,4,0,0,2,0.0,19,0.0,0,0,0,0,5,0,0,0,0.0,5,10,0,0,0,0.0,6.92,Ezequiel Piovi,ezequiel-piovi,76,359098,LDU,ldu,LDU,0,0,5257,#52b030,#52b030,#ffffff
4,55.17,5,0,2,2,0.0,37,10.81,3,0,5,5,14,0,1,3,0.0,16,18,0,2,1,33.33,6.92,Kendry Páez,kendry-paez,4032,1464025,Independiente del Valle,independiente-del-valle,Independiente del Valle,0,0,39723,#52b030,#52b030,#ffffff
0,100.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,6.92,Leonel Nazareno,leonel-nazareno,3,805464,Cumbayá FC,cumbaya-fc,Cumbayá FC,0,0,377757,#52b030,#52b030,#ffffff
1,55.56,4,0,0,0,0.0,18,5.56,2,0,2,0,3,0,0,0,0.0,20,11,0,1,1,0.0,6.91,Juan Carlos Paredes,juan-carlos-paredes,41,47668,Cumbayá FC,cumbaya-fc,Cumbayá FC,0,0,377757,#52b030,#52b030,#ffffff
1,45.83,5,1,1,0,,17,5.88,1,0,0,0,3,0,0,0,0.0,11,9,0,0,1,0.0,6.91,Michael Carcelén,michael-carcelen,35,1018554,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
5,52.78,15,1,0,2,0.0,59,8.47,8,1,5,9,18,0,0,3,0.0,19,26,0,5,1,0.0,6.91,Lisandro Alzugaray,lisandro-alzugaray,42,897059,LDU,ldu,LDU,0,0,5257,#52b030,#52b030,#ffffff
0,100.0,1,0,0,0,0.0,9,0.0,0,0,1,0,2,0,0,0,0.0,1,6,0,0,0,0.0,6.91,Carlos Rolón,carlos-rolon,19,805203,Aucas,aucas,Aucas,0,0,5249,#52b030,#52b030,#ffffff
0,59.09,5,0,0,0,0.0,11,0.0,0,0,0,0,2,0,0,0,0.0,13,4,0,0,0,0.0,6.9,Erick Plúas,erick-pluas,16,1134650,Orense SC,orense-sc,Orense SC,0,0,277525,#52b030,#52b030,#ffffff
1,55.56,2,0,0,0,,14,7.14,0,0,1,1,5,0,0,1,0.0,10,7,0,1,0,0.0,6.9,Kavier Ortiz,kavier-ortiz,3,1116667,Aucas,aucas,Aucas,0,0,5249,#52b030,#52b030,#ffffff
1,50.0,1,0,0,0,0.0,10,10.0,2,0,2,0,3,0,0,0,0.0,1,6,0,1,1,0.0,6.9,Aníbal Leguizamón,anibal-leguizamon,25,898990,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
0,100.0,0,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,6.9,Christian Alemán,christian-aleman,56,339563,Aucas,aucas,Aucas,0,0,5249,#52b030,#52b030,#ffffff
0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.9,Alexis Villa,alexis-villa,4,1067803,Independiente del Valle,independiente-del-valle,Independiente del Valle,0,0,39723,#52b030,#52b030,#ffffff
1,60.0,9,0,0,0,0.0,23,4.35,1,0,0,1,6,0,0,1,0.0,6,8,0,1,0,0.0,6.89,Sebastián González,sebastian-gonzalez,110,1116579,LDU,ldu,LDU,0,0,5257,#52b030,#52b030,#ffffff
5,41.67,8,0,0,2,0.0,43,11.63,0,0,9,4,19,0,0,3,0.0,10,16,0,5,2,0.0,6.89,Jose Enrique Angulo,jose-enrique-angulo,99,590176,LDU,ldu,LDU,0,0,5257,#52b030,#52b030,#ffffff
3,55.56,3,3,0,0,,21,14.29,0,0,10,2,8,0,0,1,0.0,5,10,0,3,2,0.0,6.89,Alejandro Cabeza,alejandro-cabeza,51,868742,Emelec,emelec,Emelec,0,0,5255,#52b030,#52b030,#ffffff
1,100.0,0,0,0,0,0.0,9,11.11,0,0,0,0,6,0,0,0,0.0,4,3,0,1,1,0.0,6.89,Franklin Guerra,franklin-guerra,19,827135,Universidad Católica del Ecuador,universidad-catolica-del-ecuador,Universidad Católica del Ecuador,0,0,21942,#52b030,#52b030,#ffffff
0,75.0,4,0,0,0,0.0,9,0.0,0,0,0,1,3,0,0,0,0.0,3,2,0,0,0,0.0,6.89,Arnaldo Zambrano,zambrano-arnaldo,2,998401,Mushuc Runa,mushuc-runa,Mushuc Runa,0,0,134976,#52b030,#52b030,#ffffff
3,33.33,0,0,0,1,0.0,16,18.75,2,1,1,1,6,2,0,0,50.0,1,10,1,3,2,0.0,6.88,Jhonnier Chala,jhonnier-chala,15,1461225,El Nacional,el-nacional,El Nacional,0,0,5254,#52b030,#52b030,#ffffff
1,64.29,6,0,1,0,0.0,27,3.7,0,0,0,0,12,0,0,1,0.0,9,9,0,0,0,0.0,6.88,Jerry Parrales,parrales-jerry,7,1466377,El Nacional,el-nacional,El Nacional,0,0,5254,#52b030,#52b030,#ffffff
1,27.78,6,1,0,0,0.0,22,4.55,1,0,0,2,3,0,0,0,0.0,5,13,0,1,1,0.0,6.88,Elvis Patta,elvis-patta,2,588628,Técnico Universitario,tecnico-universitario,Técnico Universitario,0,0,21941,#52b030,#52b030,#ffffff
3,65.0,6,1,0,0,0.0,26,11.54,8,0,0,0,8,3,0,0,100.0,13,12,3,3,3,0.0,6.88,Nixon Molina,nixon-molina,12,1015290,Delfín,delfin,Delfín,0,0,213638,#52b030,#52b030,#ffffff
