saves,savedShotsFromInsideTheBox,punches,crossesNotClaimed,cleanSheet,savedShotsFromOutsideTheBox,runsOut,penaltyFaced,goalsConcededInsideTheBox,successfulRunsOut,penaltySave,goalsConcededOutsideTheBox,highClaims,rating,player.name,player.slug,player.userCount,player.id,team.name,team.slug,team.shortName,team.userCount,team.type,team.id,team.teamColors.primary,team.teamColors.secondary,team.teamColors.text
0,0,0,0,1,0,0,0,0,0,0,0,0,6.95,Vitor Mendes,vitor-mendes,160,988873,Fluminense,fluminense,Fluminense,0,0,1961,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,14,0,0,4,0,6.95,Calebe,calebe,312,1046796,Fortaleza,fortaleza,Fortaleza,0,0,2020,#52b030,#52b030,#ffffff
0,0,0,0,2,0,0,0,7,0,0,1,0,6.95,Rubens,rubens,411,1093196,Atlético Mineiro,atletico-mineiro,Atlético Mineiro,0,0,1977,#52b030,#52b030,#ffffff
0,0,0,0,2,0,0,0,8,0,0,0,0,6.95,Khellven,khellven,452,984896,Athletico,athletico,Athletico,0,0,1967,#52b030,#52b030,#ffffff
0,0,0,0,4,0,0,0,35,0,0,3,0,6.95,Rezende,rezende,203,868030,Bahia,bahia,Bahia,0,0,1955,#52b030,#52b030,#ffffff
0,0,0,0,8,0,0,0,21,0,0,7,0,6.94,Fabricio Bustos,fabricio-bustos,483,850023,Internacional,internacional,Internacional,0,0,1966,#52b030,#52b030,#ffffff
0,0,0,0,2,0,0,0,4,0,0,0,0,6.94,Filipe Luís,filipe-luis,2908,26029,Flamengo,flamengo,Flamengo,0,0,5981,#52b030,#52b030,#ffffff
0,0,0,0,9,0,0,0,21,0,0,7,0,6.94,Gustavo Gómez,gustavo-gomez,2650,220833,Palmeiras,palmeiras,Palmeiras,0,0,1963,#52b030,#52b030,#ffffff
0,0,0,0,6,0,0,0,28,0,0,1,0,6.94,Raniele,raniele,216,866392,Cuiabá,cuiaba,Cuiabá,0,0,49202,#52b030,#52b030,#ffffff
0,0,0,0,7,0,0,0,30,0,0,4,0,6.94,Lucas Halter,lucas-halter,263,905450,Goiás,goias,Goiás,0,0,1960,#52b030,#52b030,#ffffff
0,0,0,0,3,0,0,0,17,0,0,2,0,6.94,Tomás Rincón,tomas-rincon,1175,46798,Santos,santos,Santos,0,0,1968,#52b030,#52b030,#ffffff
0,0,0,0,2,0,0,0,15,0,0,4,0,6.93,Pablo,pablo,663,374486,Athletico,athletico,Athletico,0,0,1967,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,12,0,0,0,0,6.93,Clayson,clayson,210,811308,Cuiabá,cuiaba,Cuiabá,0,0,49202,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,25,0,0,3,0,6.93,Tomás Pochettino,tomas-pochettino,414,824626,Fortaleza,fortaleza,Fortaleza,0,0,2020,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,8,0,0,0,0,6.93,James Rodríguez,james-rodriguez,28887,107414,São Paulo,sao-paulo,São Paulo,0,0,1981,#52b030,#52b030,#ffffff
0,0,0,0,5,0,0,0,23,0,0,3,0,6.93,Germán Cano,german-cano,6493,33238,Fluminense,fluminense,Fluminense,0,0,1961,#52b030,#52b030,#ffffff
0,0,0,0,5,0,0,0,13,0,0,5,0,6.93,Johnny,johnny,795,990169,Internacional,internacional,Internacional,0,0,1966,#52b030,#52b030,#ffffff
0,0,0,0,9,0,0,0,13,0,0,3,0,6.93,Otávio,otavio,392,552686,Atlético Mineiro,atletico-mineiro,Atlético Mineiro,0,0,1977,#52b030,#52b030,#ffffff
0,0,0,0,7,0,0,0,25,0,0,3,0,6.93,Lima,lima,525,807850,Fluminense,fluminense,Fluminense,0,0,1961,#52b030,#52b030,#ffffff
0,0,0,0,2,0,0,0,10,0,0,0,0,6.93,Luan Cândido,luan-candido,400,905459,Red Bull Bragantino,red-bull-bragantino,Red Bull Bragantino,0,0,1999,#52b030,#52b030,#ffffff
0,0,0,0,5,0,0,0,19,0,0,6,0,6.93,Diego Costa,diego-costa,809,995293,São Paulo,sao-paulo,São Paulo,0,0,1981,#52b030,#52b030,#ffffff
0,0,0,0,8,0,0,0,28,0,0,5,0,6.92,Bruno Pacheco,bruno-pacheco,259,870691,Fortaleza,fortaleza,Fortaleza,0,0,2020,#52b030,#52b030,#ffffff
0,0,0,0,11,0,0,0,17,0,0,3,0,6.92,William,william,316,604274,Cruzeiro,cruzeiro,Cruzeiro,0,0,1954,#52b030,#52b030,#ffffff
0,0,0,0,2,0,0,0,34,0,0,8,0,6.92,Marcelino Moreno,marcelino-moreno,297,848472,Coritiba,coritiba,Coritiba,0,0,1982,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,26,0,0,1,0,6.92,Everaldo,everaldo,519,386212,Bahia,bahia,Bahia,0,0,1955,#52b030,#52b030,#ffffff
0,0,0,0,4,0,0,0,19,0,0,1,0,6.92,Fernando Sobral,fernando-sobral,361,931479,Cuiabá,cuiaba,Cuiabá,0,0,49202,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,13,0,0,0,0,6.91,Pablo Ceppelini,pablo-ceppelini,150,146599,Cuiabá,cuiaba,Cuiabá,0,0,49202,#52b030,#52b030,#ffffff
0,0,0,0,2,0,0,0,17,0,0,4,0,6.91,Zé Welison,ze-welison,233,551422,Fortaleza,fortaleza,Fortaleza,0,0,2020,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,16,0,0,3,0,6.91,Victor Sá,victor-sa,600,799634,Botafogo,botafogo,Botafogo,0,0,1958,#52b030,#52b030,#ffffff
0,0,0,0,7,0,0,0,20,0,0,1,0,6.91,Filipe Machado,filipe-machado,243,844601,Cruzeiro,cruzeiro,Cruzeiro,0,0,1954,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,14,0,0,5,0,6.9,Endrick,endrick,33529,1174937,Palmeiras,palmeiras,Palmeiras,0,0,1963,#52b030,#52b030,#ffffff
0,0,0,0,2,0,0,0,30,0,0,5,0,6.9,Gabriel Pec,gabriel-pec,1383,995072,Vasco da Gama,vasco-da-gama,Vasco da Gama,0,0,1974,#52b030,#52b030,#ffffff
0,0,0,0,5,0,0,0,31,0,0,5,0,6.9,Yuri Alberto,yuri-alberto,6039,905463,Corinthians,corinthians,Corinthians,0,0,1957,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,29,0,0,5,0,6.9,Stiven Mendoza,stiven-mendoza,846,354510,Santos,santos,Santos,0,0,1968,#52b030,#52b030,#ffffff
0,0,0,0,7,0,0,0,16,0,0,6,0,6.9,Zé Rafael,ze-rafael,1303,329069,Palmeiras,palmeiras,Palmeiras,0,0,1963,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,16,0,0,1,0,6.9,Matheus Peixoto,matheus-peixoto,268,880169,Goiás,goias,Goiás,0,0,1960,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,2,0,0,0,0,6.9,Alan,alan,285,36684,Fluminense,fluminense,Fluminense,0,0,1961,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,1,0,0,0,0,6.9,Estêvão,estevao,116,1116660,Internacional,internacional,Internacional,0,0,1966,#52b030,#52b030,#ffffff
3,2,0,0,0,1,1,0,1,1,0,0,1,6.9,Gatito Fernández,gatito-fernandez,440,840027,Botafogo,botafogo,Botafogo,0,0,1958,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,1,0,0,0,0,6.9,Arthur Wenderroscky,arthur-wenderroscky,176,1382913,Fluminense,fluminense,Fluminense,0,0,1961,#52b030,#52b030,#ffffff
111,60,28,0,5,49,6,4,48,6,0,3,29,6.9,Gabriel Grando,gabriel-grando,538,1111770,Grêmio,gremio,Grêmio,0,0,5926,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,18,0,0,5,0,6.9,Luciano,luciano,2627,282557,São Paulo,sao-paulo,São Paulo,0,0,1981,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,11,0,0,1,0,6.9,Igor Gomes,igor-gomes,644,913598,Atlético Mineiro,atletico-mineiro,Atlético Mineiro,0,0,1977,#52b030,#52b030,#ffffff
0,0,0,0,2,0,0,0,16,0,0,2,0,6.89,Caetano,caetano,479,959006,Corinthians,corinthians,Corinthians,0,0,1957,#52b030,#52b030,#ffffff
0,0,0,0,2,0,0,0,13,0,0,1,0,6.89,Allano,allano,92,796925,Goiás,goias,Goiás,0,0,1960,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,33,0,0,3,0,6.89,Julián Palacios,julian-palacios,168,1005177,Goiás,goias,Goiás,0,0,1960,#52b030,#52b030,#ffffff
0,0,0,0,7,0,0,0,26,0,0,5,0,6.89,Caio Alexandre,caio-alexandre,323,1008832,Fortaleza,fortaleza,Fortaleza,0,0,2020,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,7,0,0,1,0,6.89,Dimitri Payet,dimitri-payet,7302,14216,Vasco da Gama,vasco-da-gama,Vasco da Gama,0,0,1974,#52b030,#52b030,#ffffff
0,0,0,0,5,0,0,0,7,0,0,2,0,6.89,Bruno Fuchs,bruno-fuchs,427,973737,Atlético Mineiro,atletico-mineiro,Atlético Mineiro,0,0,1977,#52b030,#52b030,#ffffff
0,0,0,0,10,0,0,0,25,0,0,2,0,6.88,Ayrton Lucas,ayrton-lucas,2496,818473,Flamengo,flamengo,Flamengo,0,0,5981,#52b030,#52b030,#ffffff
0,0,0,0,3,0,0,0,13,0,0,1,0,6.88,Christian,christian,297,981733,Athletico,athletico,Athletico,0,0,1967,#52b030,#52b030,#ffffff
0,0,0,0,7,0,0,0,15,0,0,3,0,6.88,Neris,neris,109,840247,Cruzeiro,cruzeiro,Cruzeiro,0,0,1954,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,12,0,0,2,0,6.88,Bruno Henrique,bruno-henrique,359,345113,Internacional,internacional,Internacional,0,0,1966,#52b030,#52b030,#ffffff
0,0,0,0,3,0,0,0,11,0,0,6,0,6.88,Cacá,caca,174,929200,Athletico,athletico,Athletico,0,0,1967,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,3,0,0,0,0,6.88,Ramiro,ramiro,298,330693,Cruzeiro,cruzeiro,Cruzeiro,0,0,1954,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,5,0,0,1,0,6.88,Adyson,adyson,75,1175259,América Mineiro,america-mineiro,América Mineiro,0,0,1973,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,5,0,0,0,0,6.88,Pablo,pablo,818,243735,Flamengo,flamengo,Flamengo,0,0,5981,#52b030,#52b030,#ffffff
0,0,0,0,2,0,0,0,20,0,0,1,0,6.88,Pepê,pepe,549,946945,Grêmio,gremio,Grêmio,0,0,5926,#52b030,#52b030,#ffffff
0,0,0,0,6,0,0,0,10,0,0,1,0,6.88,Hugo,hugo,203,1018915,Botafogo,botafogo,Botafogo,0,0,1958,#52b030,#52b030,#ffffff
41,17,11,1,1,22,6,2,19,6,0,1,14,6.88,Mateus Pasinato,mateus-pasinato,104,914169,América Mineiro,america-mineiro,América Mineiro,0,0,1973,#52b030,#52b030,#ffffff
0,0,0,0,12,0,0,0,33,0,0,1,0,6.88,Marllon,marllon,92,221206,Cuiabá,cuiaba,Cuiabá,0,0,49202,#52b030,#52b030,#ffffff
0,0,0,0,4,0,0,0,33,0,0,3,0,6.88,Thaciano,thaciano,408,872039,Bahia,bahia,Bahia,0,0,1955,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,5,0,0,0,0,6.88,Gabriel Pires,gabriel-pires,493,178407,Botafogo,botafogo,Botafogo,0,0,1958,#52b030,#52b030,#ffffff
0,0,0,0,3,0,0,0,16,0,0,3,0,6.88,Cristian Pavón,cristian-pavon,1638,358956,Atlético Mineiro,atletico-mineiro,Atlético Mineiro,0,0,1977,#52b030,#52b030,#ffffff
112,68,19,1,6,43,13,8,48,13,1,12,40,6.88,Gabriel Vasconcelos,gabriel-vasconcelos,188,147467,Coritiba,coritiba,Coritiba,0,0,1982,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,5,0,0,1,0,6.88,Hyoran,hyoran,425,551348,Atlético Mineiro,atletico-mineiro,Atlético Mineiro,0,0,1977,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,16,0,0,4,0,6.87,Wellington Rato,wellington-rato,735,865356,São Paulo,sao-paulo,São Paulo,0,0,1981,#52b030,#52b030,#ffffff
53,29,11,0,5,24,7,5,19,6,0,4,17,6.87,Sergio Rochet,sergio-rochet,1042,581060,Internacional,internacional,Internacional,0,0,1966,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,27,0,0,4,0,6.87,Martín Benítez,martin-benitez,613,155715,América Mineiro,america-mineiro,América Mineiro,0,0,1973,#52b030,#52b030,#ffffff
0,0,0,0,4,0,0,0,14,0,0,5,0,6.87,Alisson,alisson,732,291723,São Paulo,sao-paulo,São Paulo,0,0,1981,#52b030,#52b030,#ffffff
0,0,0,0,7,0,0,0,23,0,0,3,0,6.87,Samuel Xavier,xavier-samuel,386,795773,Fluminense,fluminense,Fluminense,0,0,1961,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,25,0,0,1,0,6.87,Ademir,ademir,546,922546,Bahia,bahia,Bahia,0,0,1955,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,9,0,0,1,0,6.87,Ruan Oliveira,ruan-oliveira,290,1047656,Corinthians,corinthians,Corinthians,0,0,1957,#52b030,#52b030,#ffffff
90,54,15,1,7,34,1,6,31,1,2,7,27,6.87,João Ricardo,joao-ricardo,204,839761,Fortaleza,fortaleza,Fortaleza,0,0,2020,#52b030,#52b030,#ffffff
0,0,0,0,2,0,0,0,20,0,0,2,0,6.87,Pedro,pedro,14019,840219,Flamengo,flamengo,Flamengo,0,0,5981,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,16,0,0,3,0,6.86,Islam Slimani,islam-slimani,8838,238708,Coritiba,coritiba,Coritiba,0,0,1982,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,8,0,0,0,0,6.86,Danielzinho,danielzinho,263,840218,Fluminense,fluminense,Fluminense,0,0,1961,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,9,0,0,4,0,6.86,Breno Lopes,breno-lopes,685,937552,Palmeiras,palmeiras,Palmeiras,0,0,1963,#52b030,#52b030,#ffffff
0,0,0,0,4,0,0,0,27,0,0,5,0,6.86,Fagner,fagner,1645,25554,Corinthians,corinthians,Corinthians,0,0,1957,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,6,0,0,1,0,6.86,Imanol Machuca,imanol-machuca,379,974698,Fortaleza,fortaleza,Fortaleza,0,0,2020,#52b030,#52b030,#ffffff
0,0,0,0,2,0,0,0,1,0,0,1,0,6.86,Patryck,patryck,454,1002528,São Paulo,sao-paulo,São Paulo,0,0,1981,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,22,0,0,3,0,6.86,Jair,jair,549,268419,Vasco da Gama,vasco-da-gama,Vasco da Gama,0,0,1974,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,13,0,0,2,0,6.86,Aloísio,aloisio,270,243497,América Mineiro,america-mineiro,América Mineiro,0,0,1973,#52b030,#52b030,#ffffff
0,0,0,0,7,0,0,0,10,0,0,0,0,6.86,Luan Patrick,luan-patrick,151,1002565,Red Bull Bragantino,red-bull-bragantino,Red Bull Bragantino,0,0,1999,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,54,0,0,8,0,6.86,Emmanuel Martínez,emmanuel-martinez,247,794312,América Mineiro,america-mineiro,América Mineiro,0,0,1973,#52b030,#52b030,#ffffff
0,0,0,0,6,0,0,0,27,0,0,4,0,6.86,Willian Oliveira,willian-oliveira,89,295167,Goiás,goias,Goiás,0,0,1960,#52b030,#52b030,#ffffff
0,0,0,0,6,0,0,0,18,0,0,3,0,6.85,Eduardo,eduardo,920,76507,Botafogo,botafogo,Botafogo,0,0,1958,#52b030,#52b030,#ffffff
0,0,0,0,3,0,0,0,18,0,0,3,0,6.85,Thiago Galhardo,thiago-galhardo,1276,165677,Fortaleza,fortaleza,Fortaleza,0,0,2020,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,2,0,0,0,0,6.85,Leonardo Fernández,leonardo-fernandez,773,846411,Fluminense,fluminense,Fluminense,0,0,1961,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,0,0,0,0,0,6.85,Matheus Nascimento,matheus-nascimento,1245,1047683,Botafogo,botafogo,Botafogo,0,0,1958,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,0,0,0,0,0,6.85,Kayque,kayque,74,1101437,Botafogo,botafogo,Botafogo,0,0,1958,#52b030,#52b030,#ffffff
0,0,0,0,4,0,0,0,11,0,0,3,0,6.85,Mariano,mariano,337,40076,Atlético Mineiro,atletico-mineiro,Atlético Mineiro,0,0,1977,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,3,0,0,0,0,6.85,Paulinho,paulinho,2675,115183,Corinthians,corinthians,Corinthians,0,0,1957,#52b030,#52b030,#ffffff
0,0,0,0,2,0,0,0,22,0,0,2,0,6.85,Matheus Martinelli,martinelli-matheus,694,1067671,Fluminense,fluminense,Fluminense,0,0,1961,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,5,0,0,0,0,6.85,Hércules,hercules,244,1104068,Fortaleza,fortaleza,Fortaleza,0,0,2020,#52b030,#52b030,#ffffff
0,0,0,0,3,0,0,0,31,0,0,2,0,6.84,Vitor Hugo,vitor-hugo,318,794838,Bahia,bahia,Bahia,0,0,1955,#52b030,#52b030,#ffffff
0,0,0,0,8,0,0,0,14,0,0,1,0,6.84,Erick Pulgar,erick-pulgar,3187,590262,Flamengo,flamengo,Flamengo,0,0,5981,#52b030,#52b030,#ffffff
0,0,0,0,7,0,0,0,27,0,0,7,0,6.84,Emanuel Brítez,emanuel-britez,200,789395,Fortaleza,fortaleza,Fortaleza,0,0,2020,#52b030,#52b030,#ffffff
0,0,0,0,7,0,0,0,28,0,0,6,0,6.84,Messias,messias,240,839765,Santos,santos,Santos,0,0,1968,#52b030,#52b030,#ffffff
0,0,0,0,5,0,0,0,19,0,0,4,0,6.84,Gary Medel,gary-medel,2006,22975,Vasco da Gama,vasco-da-gama,Vasco da Gama,0,0,1974,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,12,0,0,1,0,6.84,Everton Ribeiro,everton-ribeiro,5453,145063,Flamengo,flamengo,Flamengo,0,0,5981,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,14,0,0,1,0,6.84,Ferreira,ferreira,845,998499,Grêmio,gremio,Grêmio,0,0,5926,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,8,0,0,0,0,6.84,Mateusinho,mateusinho,57,1107069,Cuiabá,cuiaba,Cuiabá,0,0,49202,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,8,0,0,0,0,6.84,Luiz Araújo,luiz-araujo,1928,840451,Flamengo,flamengo,Flamengo,0,0,5981,#52b030,#52b030,#ffffff
0,0,0,0,8,0,0,0,38,0,0,2,0,6.84,Kanu,kanu,253,871705,Bahia,bahia,Bahia,0,0,1955,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,19,0,0,1,0,6.84,Wellington Silva,wellington-silva,106,121264,Cuiabá,cuiaba,Cuiabá,0,0,49202,#52b030,#52b030,#ffffff
0,0,0,0,2,0,0,0,5,0,0,0,0,6.84,Deivid Washington,deivid-washington,2495,1485371,Santos,santos,Santos,0,0,1968,#52b030,#52b030,#ffffff
0,0,0,0,10,0,0,0,33,0,0,1,0,6.84,Alan Empereur,alan-empereur,206,373740,Cuiabá,cuiaba,Cuiabá,0,0,49202,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,5,0,0,0,0,6.84,José López,jose-lopez,1183,1094179,Palmeiras,palmeiras,Palmeiras,0,0,1963,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,11,0,0,0,0,6.83,Gustavo Martins,gustavo-martins,182,1105796,Grêmio,gremio,Grêmio,0,0,5926,#52b030,#52b030,#ffffff
0,0,0,0,4,0,0,0,13,0,0,5,0,6.83,Lucas Esquivel,lucas-esquivel,486,1087079,Athletico,athletico,Athletico,0,0,1967,#52b030,#52b030,#ffffff
0,0,0,0,6,0,0,0,19,0,0,1,0,6.83,Rikelme,rikelme,160,1102383,Cuiabá,cuiaba,Cuiabá,0,0,49202,#52b030,#52b030,#ffffff
0,0,0,0,4,0,0,0,23,0,0,5,0,6.83,Tchê Tchê,tche-tche,726,840398,Botafogo,botafogo,Botafogo,0,0,1958,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,4,0,0,2,0,6.82,Erick Marcus,erick-marcus,281,1403439,Vasco da Gama,vasco-da-gama,Vasco da Gama,0,0,1974,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,7,0,0,2,0,6.82,Luís Henrique,luis-henrique,1194,977679,Botafogo,botafogo,Botafogo,0,0,1958,#52b030,#52b030,#ffffff
0,0,0,0,8,0,0,0,13,0,0,1,0,6.82,Leonardo Realpe,leonardo-realpe,291,977676,Red Bull Bragantino,red-bull-bragantino,Red Bull Bragantino,0,0,1999,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,4,0,0,0,0,6.82,Kaiky Naves,kaiky-naves,427,1167068,Palmeiras,palmeiras,Palmeiras,0,0,1963,#52b030,#52b030,#ffffff
0,0,0,0,3,0,0,0,4,0,0,1,0,6.82,Matheuzinho,matheuzinho,1492,931540,Flamengo,flamengo,Flamengo,0,0,5981,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,12,0,0,2,0,6.82,Gabriel Moscardo,gabriel-moscardo,2123,1485309,Corinthians,corinthians,Corinthians,0,0,1957,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,12,0,0,4,0,6.82,Lucas Sasha,lucas-sasha,164,123225,Fortaleza,fortaleza,Fortaleza,0,0,2020,#52b030,#52b030,#ffffff
0,0,0,0,3,0,0,0,36,0,0,9,0,6.82,Robson,robson,272,850987,Coritiba,coritiba,Coritiba,0,0,1982,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,16,0,0,3,0,6.81,Madson,madson,240,243439,Athletico,athletico,Athletico,0,0,1967,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,26,0,0,4,0,6.81,Juan Martín Lucero,juan-martin-lucero,781,359024,Fortaleza,fortaleza,Fortaleza,0,0,2020,#52b030,#52b030,#ffffff
0,0,0,0,3,0,0,0,34,0,0,11,0,6.81,Benjamin Kuscevic,benjamin-kuscevic,934,590324,Coritiba,coritiba,Coritiba,0,0,1982,#52b030,#52b030,#ffffff
0,0,0,0,7,0,0,0,12,0,0,1,0,6.81,Rodrigo Battaglia,rodrigo-battaglia,456,158257,Atlético Mineiro,atletico-mineiro,Atlético Mineiro,0,0,1977,#52b030,#52b030,#ffffff
0,0,0,0,3,0,0,0,21,0,0,5,0,6.81,Caio Paulista,caio-paulista,699,931591,São Paulo,sao-paulo,São Paulo,0,0,1981,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,2,0,0,0,0,6.81,Alexandre Pato,alexandre-pato,2731,32164,São Paulo,sao-paulo,São Paulo,0,0,1981,#52b030,#52b030,#ffffff
0,0,0,0,2,0,0,0,8,0,0,3,0,6.81,David Duarte,david-duarte,108,810715,Bahia,bahia,Bahia,0,0,1955,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,8,0,0,3,0,6.81,Rony,rony,3752,835260,Palmeiras,palmeiras,Palmeiras,0,0,1963,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,14,0,0,1,0,6.81,Thiago Borbas,thiago-borbas,661,1018547,Red Bull Bragantino,red-bull-bragantino,Red Bull Bragantino,0,0,1999,#52b030,#52b030,#ffffff
0,0,0,0,3,0,0,0,16,0,0,2,0,6.81,Júnior Santos,junior-santos,520,922559,Botafogo,botafogo,Botafogo,0,0,1958,#52b030,#52b030,#ffffff
0,0,0,0,2,0,0,0,21,0,0,4,0,6.81,Yago Pikachu,yago-pikachu,905,363688,Fortaleza,fortaleza,Fortaleza,0,0,2020,#52b030,#52b030,#ffffff
0,0,0,0,2,0,0,0,10,0,0,1,0,6.81,Gilberto,gilberto,817,158561,Cruzeiro,cruzeiro,Cruzeiro,0,0,1954,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,16,0,0,2,0,6.8,Victor Hugo,victor-hugo,1518,1170954,Flamengo,flamengo,Flamengo,0,0,5981,#52b030,#52b030,#ffffff
0,0,0,0,9,0,0,0,19,0,0,3,0,6.8,Jemerson,jemerson,457,328519,Atlético Mineiro,atletico-mineiro,Atlético Mineiro,0,0,1977,#52b030,#52b030,#ffffff
0,0,0,0,7,0,0,0,34,0,0,4,0,6.8,Léo,leo,552,360940,Vasco da Gama,vasco-da-gama,Vasco da Gama,0,0,1974,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,10,0,0,0,0,6.8,Rodrigo Varanda,rodrigo-varanda,163,1105305,América Mineiro,america-mineiro,América Mineiro,0,0,1973,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,8,0,0,0,0,6.8,Ronald,ronald,186,1587711,Grêmio,gremio,Grêmio,0,0,5926,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,6,0,0,1,0,6.8,Luciano Juba,luciano-juba,596,1017264,Bahia,bahia,Bahia,0,0,1955,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,4,0,0,0,0,6.8,Gabriel Carabajal,gabriel-carabajal,127,830742,Vasco da Gama,vasco-da-gama,Vasco da Gama,0,0,1974,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,1,0,0,1,0,6.8,Bastos,bastos,756,215956,Botafogo,botafogo,Botafogo,0,0,1958,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,2,0,0,0,0,6.8,Rafael,rafael,538,39623,Botafogo,botafogo,Botafogo,0,0,1958,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,4,0,0,2,0,6.8,Rodrigo Moledo,rodrigo-moledo,260,72080,Internacional,internacional,Internacional,0,0,1966,#52b030,#52b030,#ffffff
0,0,0,0,1,0,0,0,2,0,0,0,0,6.8,Lucão,lucao,16,1410337,Red Bull Bragantino,red-bull-bragantino,Red Bull Bragantino,0,0,1999,#52b030,#52b030,#ffffff
0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,Miguel Terceros,miguel-terceros,338,1159656,Santos,santos,Santos,0,0,1968,#52b030,#52b030,#ffffff
